Audio,Darwin,Josefina,Richard,Sayuri,N1,N2,N3,N4
13947,3,4,2,1,,,,
13948,2,2,5,4,,,,
13949,4,5,4,4,,,,
13950,2,2,3,1,,,,
13951,2,4,2,4,,,,
13952,2,2,5,5,,,,
13953,2,4,1,5,,,,
13954,3,3,3,5,,,,
13955,4,4,2,4,,,,
13956,4,4,3,3,,,,
13957,4,3,4,5,,,,
13958,3,3,4,2,,,,
13959,1,1,1,5,,,,
13960,5,4,4,5,,,,
13961,4,4,2,4,,,,
13962,2,1,2,5,,,,
13963,4,4,3,2,,,,
13964,2,2,5,1,,,,
13965,2,2,2,4,,,,
13966,4,3,2,4,,,,
13967,4,5,4,1,,,,
13968,2,2,2,5,,,,
13969,2,1,1,2,,,,
13970,4,4,2,4,,,,
13971,4,3,4,4,,,,
13972,4,3,2,5,,,,
13973,4,3,3,1,,,,
13974,4,5,5,4,,,,
13975,4,2,3,5,,,,
13976,2,2,2,1,,,,
13977,2,2,2,2,,,,
13978,2,3,4,4,,,,
13979,2,2,2,5,,,,
13980,3,2,2,5,,,,
13981,4,5,5,4,,,,
13982,3,5,1,2,,,,
13983,4,2,4,5,,,,
13984,2,3,2,5,,,,
13985,2,1,1,1,,,,
13986,3,2,4,4,,,,
13987,2,1,2,3,,,,
13988,4,2,1,2,,,,
13989,4,4,3,5,,,,
13990,2,2,2,1,,,,
13991,4,3,3,4,,,,
13992,2,2,2,2,,,,
13993,4,3,2,1,,,,
13994,2,2,5,2,,,,
13995,3,1,3,4,,,,
13996,4,4,2,1,,,,
13997,4,3,3,2,,,,
13998,4,4,2,5,,,,
13999,4,3,3,5,,,,
14000,3,2,2,4,,,,
14001,3,2,2,4,,,,
14002,3,3,3,5,,,,
14003,2,2,2,4,,,,
14004,2,1,2,4,,,,
14005,2,2,3,1,,,,
14006,4,3,2,1,,,,
14007,4,2,2,4,,,,
14008,2,2,5,4,,,,
14009,2,3,2,3,,,,
14010,3,3,2,1,,,,
14011,1,1,1,2,,,,
14012,2,1,1,1,,,,
14013,4,5,4,2,,,,
14014,5,3,4,2,,,,
14015,4,3,4,4,,,,
14016,4,5,4,3,,,,
14017,4,5,4,1,,,,
14018,4,3,3,2,,,,
14019,4,5,4,1,,,,
14020,4,3,4,2,,,,
14021,2,2,2,1,,,,
14022,4,4,1,4,,,,
14023,2,4,2,2,,,,
14024,2,5,1,4,,,,
14025,4,4,2,4,,,,
14026,4,5,5,5,,,,
14027,2,2,5,2,,,,
14028,3,3,3,1,,,,
14029,4,2,5,1,,,,
14030,2,1,2,5,,,,
14031,2,4,2,4,,,,
14032,4,2,4,2,,,,
14033,3,5,1,3,,,,
14034,4,3,2,2,,,,
14035,3,3,3,1,,,,
14036,4,3,4,1,,,,
14037,2,2,4,1,,,,
14038,4,3,3,3,,,,
14039,2,4,2,4,,,,
14040,5,5,4,4,,,,
14041,4,3,3,5,,,,
14042,2,1,4,1,,,,
14043,2,4,4,3,,,,
14044,4,3,3,3,,,,
14045,4,4,5,1,,,,
14046,4,3,4,5,,,,
14047,4,4,4,5,,,,
14048,2,1,2,3,,,,
14049,5,5,4,5,,,,
14050,2,2,4,3,,,,
14051,2,2,2,5,,,,
14052,4,3,4,2,,,,
14053,2,2,3,1,,,,
14054,2,2,2,5,,,,
14055,2,1,2,5,,,,
14056,4,4,3,1,,,,
14057,2,4,1,2,,,,
14058,4,4,2,5,,,,
14059,4,3,4,1,,,,
14060,4,2,5,3,,,,
14061,2,1,2,4,,,,
14062,4,4,3,5,,,,
14063,2,2,5,2,,,,
14064,3,2,1,3,,,,
14065,4,4,4,3,,,,
14066,4,2,5,4,,,,
14067,3,2,2,3,,,,
14068,2,1,1,5,,,,
14069,3,3,3,2,,,,
14070,4,3,3,5,,,,
14071,3,3,2,4,,,,
14072,1,1,1,1,,,,
14073,4,2,4,5,,,,
14074,3,1,1,2,,,,
14075,4,4,4,3,,,,
14076,4,4,5,1,,,,
14077,4,4,5,2,,,,
14078,4,4,3,4,,,,
14079,4,4,3,1,,,,
14080,3,2,5,4,,,,
14081,4,4,4,1,,,,
14082,2,2,4,3,,,,
14083,2,3,4,5,,,,
14084,3,3,1,5,,,,
14085,2,2,5,2,,,,
14086,4,5,4,1,,,,
14087,5,4,4,4,,,,
14088,4,4,5,1,,,,
14089,4,2,3,4,,,,
14090,2,3,1,4,,,,
14091,4,5,5,1,,,,
14092,3,2,4,4,,,,
14093,4,4,4,4,,,,
14094,2,2,1,1,,,,
14095,4,3,4,2,,,,
14096,4,3,3,4,,,,
14097,4,3,3,4,,,,
14098,2,3,3,2,,,,
14099,4,4,2,2,,,,
14100,4,3,3,4,,,,
14101,2,2,2,5,,,,
14102,3,4,4,2,,,,
14103,4,4,4,2,,,,
14104,3,5,1,5,,,,
14105,4,3,3,2,,,,
14106,2,2,1,1,,,,
14107,3,3,4,3,,,,
14108,2,2,4,4,,,,
14109,1,1,1,5,,,,
14110,2,4,4,2,,,,
14111,2,3,4,4,,,,
14112,2,2,4,1,,,,
14113,2,3,4,4,,,,
14114,2,2,1,2,,,,
14115,2,1,2,4,,,,
14116,4,4,2,2,,,,
14117,2,2,2,4,,,,
14118,3,3,3,4,,,,
14119,4,3,4,2,,,,
14120,4,3,5,2,,,,
14121,2,2,2,1,,,,
14122,4,5,5,5,,,,
14123,4,4,2,4,,,,
14124,2,2,2,1,,,,
14125,3,3,3,1,,,,
14126,4,5,5,2,,,,
14127,3,4,4,4,,,,
14128,4,3,4,4,,,,
14129,4,5,4,2,,,,
14130,4,3,3,5,,,,
14131,3,2,4,1,,,,
14132,2,3,4,1,,,,
14133,2,1,1,1,,,,
14134,3,3,4,1,,,,
14135,4,4,4,1,,,,
14136,1,1,1,1,,,,
14137,4,3,3,4,,,,
14138,2,4,1,2,,,,
14139,2,3,2,1,,,,
14140,4,3,3,4,,,,
14141,2,1,1,1,,,,
14142,2,2,1,4,,,,
14143,4,4,5,4,,,,
14144,2,2,2,1,,,,
14145,2,2,2,1,,,,
14146,4,4,4,4,,,,
14147,3,3,3,4,,,,
14148,2,4,4,4,,,,
14149,4,4,2,3,,,,
14150,4,4,4,2,,,,
14151,1,1,1,5,,,,
14152,3,2,4,4,,,,
14153,4,4,4,2,,,,
14154,2,2,2,1,,,,
14155,4,5,2,3,,,,
14156,4,3,2,3,,,,
14157,4,3,4,1,,,,
14158,3,1,1,2,,,,
14159,2,2,3,2,,,,
14160,2,3,3,4,,,,
14161,4,5,2,4,,,,
14162,4,3,3,2,,,,
14163,4,4,2,4,,,,
14164,3,3,2,3,,,,
14165,2,1,1,1,,,,
14166,2,2,1,1,,,,
14167,4,4,2,2,,,,
14168,4,3,4,4,,,,
14169,4,5,4,1,,,,
14170,2,3,4,1,,,,
14171,2,2,4,1,,,,
14172,2,2,2,4,,,,
14173,2,2,1,5,,,,
14174,4,2,5,2,,,,
14175,3,2,2,1,,,,
14176,4,4,4,2,,,,
14177,4,4,4,1,,,,
14178,2,2,5,1,,,,
14179,2,2,4,4,,,,
14180,4,5,5,5,,,,
14181,1,1,1,5,,,,
14182,4,2,4,1,,,,
14183,2,2,4,1,,,,
14184,4,5,4,5,,,,
14185,4,2,2,1,,,,
14186,4,5,2,1,,,,
14187,2,2,2,4,,,,
14188,2,2,2,5,,,,
14189,2,1,1,2,,,,
14190,4,3,3,1,,,,
14191,3,2,3,2,,,,
14192,3,3,5,1,,,,
14193,4,3,2,1,,,,
14194,2,3,2,4,,,,
14195,4,1,4,5,,,,
14196,2,3,4,5,,,,
14197,4,3,4,1,,,,
14198,1,5,1,1,,,,
14199,2,1,5,5,,,,
14200,2,4,2,1,,,,
14201,3,3,4,1,,,,
14202,2,2,4,4,,,,
14203,4,4,4,5,,,,
14204,2,2,2,2,,,,
14205,4,4,2,1,,,,
14206,4,4,2,2,,,,
14207,2,2,4,1,,,,
14208,2,3,2,1,,,,
14209,1,1,1,4,,,,
14210,4,2,2,5,,,,
14211,4,4,4,5,,,,
14212,4,4,4,1,,,,
14213,4,4,4,1,,,,
14214,2,4,1,5,,,,
14215,2,2,4,1,,,,
14216,4,2,2,1,,,,
14217,4,3,3,4,,,,
14218,3,5,5,5,,,,
14219,4,4,2,2,,,,
14220,2,4,2,1,,,,
14221,3,2,2,2,,,,
14222,1,1,2,1,,,,
14223,4,4,4,1,,,,
14224,4,4,4,4,,,,
14225,1,5,1,5,,,,
14226,2,1,1,5,,,,
14227,1,1,2,1,,,,
14228,4,3,4,1,,,,
14229,4,3,4,5,,,,
14230,4,4,2,1,,,,
14231,4,3,2,1,,,,
14232,2,2,4,4,,,,
14233,1,1,2,5,,,,
14234,3,3,3,2,,,,
14235,2,2,2,1,,,,
14236,2,2,2,2,,,,
14237,4,3,2,1,,,,
14238,2,4,1,1,,,,
14239,4,3,4,4,,,,
14240,2,1,4,5,,,,
14241,2,2,1,5,,,,
14242,2,2,4,1,,,,
14243,4,1,4,1,,,,
14244,4,3,4,5,,,,
14245,4,4,3,1,,,,
14246,4,4,4,1,,,,
14247,2,2,2,4,,,,
14248,4,3,3,5,,,,
14249,4,2,2,2,,,,
14250,1,1,2,1,,,,
14251,4,5,5,2,,,,
14252,2,2,5,1,,,,
14253,2,2,2,1,,,,
14254,4,4,4,4,,,,
14255,4,4,2,5,,,,
14256,4,3,3,5,,,,
14257,4,3,4,1,,,,
14258,2,1,2,1,,,,
14259,2,2,4,5,,,,
14260,3,3,2,1,,,,
14261,2,1,4,1,,,,
14262,4,4,4,5,,,,
14263,3,2,4,4,,,,
14264,4,4,1,2,,,,
14265,2,2,4,3,,,,
14266,4,2,2,2,,,,
14267,4,4,4,1,,,,
14268,3,2,3,1,,,,
14269,4,4,1,1,,,,
14270,3,2,3,3,,,,
14271,1,4,5,4,,,,
14272,2,2,2,4,,,,
14273,4,4,2,5,,,,
14274,3,2,4,1,,,,
14275,4,3,4,3,,,,
14276,4,3,3,3,,,,
14277,2,5,4,1,,,,
14278,2,2,2,5,,,,
14279,2,2,4,5,,,,
14280,3,3,3,3,,,,
14281,4,3,4,5,,,,
14282,4,4,2,3,,,,
14283,4,4,4,5,,,,
14284,2,2,4,2,,,,
14285,3,3,3,1,,,,
14286,4,4,3,5,,,,
14287,4,5,2,5,,,,
14288,4,3,3,1,,,,
14289,3,2,2,2,,,,
14290,3,3,3,5,,,,
14291,4,4,2,1,,,,
14292,2,4,2,3,,,,
14293,2,4,2,4,,,,
14294,4,2,2,5,,,,
14295,3,3,3,2,,,,
14296,2,4,2,3,,,,
14297,4,3,3,3,,,,
14298,4,3,4,4,,,,
14299,4,5,4,3,,,,
14300,4,3,4,5,,,,
14301,4,5,2,2,,,,
14302,4,3,4,5,,,,
14303,3,3,4,4,,,,
14304,4,3,2,1,,,,
14305,3,3,4,5,,,,
14306,2,5,1,2,,,,
14307,2,2,5,3,,,,
14308,2,2,2,1,,,,
14309,4,4,4,2,,,,
14310,4,3,3,4,,,,
14311,2,1,2,1,,,,
14312,2,2,2,4,,,,
14313,2,2,4,1,,,,
14314,3,1,2,3,,,,
14315,2,2,4,5,,,,
14316,2,5,4,5,,,,
14317,2,2,3,2,,,,
14318,4,4,4,1,,,,
14319,5,5,5,4,,,,
14320,4,4,5,1,,,,
14321,2,2,5,4,,,,
14322,4,3,3,4,,,,
14323,2,2,5,1,,,,
14324,2,3,4,4,,,,
14325,3,2,4,5,,,,
14326,4,1,2,5,,,,
14327,4,4,5,5,,,,
14328,2,2,4,4,,,,
14329,4,3,3,3,,,,
14330,3,1,1,5,,,,
14331,2,1,5,2,,,,
14332,4,3,4,5,,,,
14333,4,4,2,5,,,,
14334,2,2,2,4,,,,
14335,4,4,4,5,,,,
14336,4,4,2,2,,,,
14337,4,4,4,1,,,,
14338,4,4,4,4,,,,
14339,4,2,2,4,,,,
14340,2,4,2,1,,,,
14341,4,4,2,5,,,,
14342,2,4,4,2,,,,
14343,4,2,2,4,,,,
14344,4,4,3,4,,,,
14345,3,3,3,5,,,,
14346,2,4,2,1,,,,
14347,4,3,4,4,,,,
14348,4,3,3,5,,,,
14349,4,4,2,1,,,,
14350,4,4,4,2,,,,
14351,2,1,2,4,,,,
14352,4,4,4,5,,,,
14353,3,4,1,5,,,,
14354,2,1,1,4,,,,
14355,2,2,2,2,,,,
14356,2,2,5,5,,,,
14357,1,2,2,5,,,,
14358,4,2,4,1,,,,
14359,3,3,3,4,,,,
14360,4,4,4,3,,,,
14361,2,2,2,2,,,,
14362,2,1,1,5,,,,
14363,4,2,5,1,,,,
14364,3,2,4,4,,,,
14365,4,3,2,2,,,,
14366,4,4,4,1,,,,
14367,4,3,2,2,,,,
14368,3,4,4,4,,,,
14369,4,3,3,1,,,,
14370,3,2,1,2,,,,
14371,2,2,2,5,,,,
14372,1,1,1,5,,,,
14373,2,4,2,4,,,,
14374,2,1,1,4,,,,
14375,4,3,2,5,,,,
14376,2,2,4,4,,,,
14377,1,1,1,4,,,,
14378,2,2,2,1,,,,
14379,4,4,2,1,,,,
14380,3,2,2,4,,,,
14381,2,1,1,4,,,,
14382,4,3,3,3,,,,
14383,4,3,4,1,,,,
14384,4,4,2,2,,,,
14385,3,4,4,1,,,,
14386,4,2,2,2,,,,
14387,2,2,2,2,,,,
14388,4,4,5,4,,,,
14389,4,4,5,3,,,,
14390,3,3,2,1,,,,
14391,4,4,4,2,,,,
14392,2,2,4,1,,,,
14393,4,4,4,2,,,,
14394,4,4,4,1,,,,
14395,2,1,4,4,,,,
14396,2,2,4,2,,,,
14397,4,2,4,4,,,,
14398,4,4,4,4,,,,
14399,5,5,5,5,,,,
14400,4,4,4,2,,,,
14401,2,2,5,1,,,,
14402,4,4,4,1,,,,
14403,4,2,5,5,,,,
14404,4,4,4,4,,,,
14405,2,5,5,2,,,,
14406,3,2,4,3,,,,
14407,4,5,5,2,,,,
14408,4,4,4,1,,,,
14409,2,2,4,1,,,,
14410,4,4,4,1,,,,
14411,4,5,5,3,,,,
14412,2,2,4,4,,,,
14413,4,4,3,4,,,,
14414,3,4,4,5,,,,
14415,1,1,1,1,,,,
14416,4,5,1,3,,,,
14417,4,4,4,3,,,,
14418,2,1,2,1,,,,
14419,4,3,2,5,,,,
14420,2,2,2,5,,,,
14421,3,5,4,3,,,,
14422,2,2,2,5,,,,
14423,3,4,1,3,,,,
14424,2,2,4,5,,,,
14425,4,4,5,2,,,,
14426,4,3,4,1,,,,
14427,3,1,4,5,,,,
14428,4,5,4,5,,,,
14429,4,4,4,1,,,,
14430,2,3,5,2,,,,
14431,4,3,3,5,,,,
14432,2,2,2,1,,,,
14433,2,3,4,3,,,,
14434,4,3,4,4,,,,
14435,4,4,4,5,,,,
14436,2,2,2,2,,,,
14437,3,4,4,3,,,,
14438,4,3,4,3,,,,
14439,3,4,4,4,,,,
14440,4,2,2,3,,,,
14441,2,2,5,5,,,,
14442,4,4,4,2,,,,
14443,2,2,5,5,,,,
14444,4,4,4,4,,,,
14445,4,2,4,1,,,,
14446,4,4,4,5,,,,
14447,4,4,4,2,,,,
14448,1,1,1,3,,,,
14449,1,4,4,1,,,,
14450,3,3,2,2,,,,
14451,4,3,4,4,,,,
14452,1,5,5,1,,,,
14453,2,4,4,4,,,,
14454,2,2,4,1,,,,
14455,2,1,4,3,,,,
14456,4,4,4,5,,,,
14457,2,2,2,5,,,,
14458,4,4,4,2,,,,
14459,4,5,4,1,,,,
14460,2,2,4,4,,,,
14461,3,3,4,1,,,,
14462,4,3,4,4,,,,
14463,3,4,5,4,,,,
14464,4,4,4,1,,,,
14465,2,4,1,4,,,,
14466,2,3,3,4,,,,
14467,3,4,4,1,,,,
14468,3,4,4,2,,,,
14469,3,3,2,4,,,,
14470,3,2,3,4,,,,
14471,3,4,1,2,,,,
14472,5,5,5,2,,,,
14473,2,1,5,4,,,,
14474,4,2,2,5,,,,
14475,3,2,4,2,,,,
14476,4,4,2,2,,,,
14477,3,1,3,5,,,,
14478,3,2,4,2,,,,
14479,3,5,2,1,,,,
14480,5,5,4,3,,,,
14481,2,3,3,4,,,,
14482,2,1,5,5,,,,
14483,4,2,5,2,,,,
14484,4,4,4,4,,,,
14485,4,4,1,1,,,,
14486,4,3,2,4,,,,
14487,4,3,2,2,,,,
14488,4,3,2,4,,,,
14489,1,1,1,2,,,,
14490,4,4,2,4,,,,
14491,4,4,5,4,,,,
14492,4,4,5,2,,,,
14493,2,2,2,2,,,,
14494,4,2,2,1,,,,
14495,4,2,5,5,,,,
14496,2,3,2,4,,,,
14497,2,5,5,1,,,,
14498,4,4,2,1,,,,
14499,2,4,2,2,,,,
14500,4,4,4,4,,,,
14501,4,3,2,4,,,,
14502,4,4,5,2,,,,
14503,4,5,2,5,,,,
14504,2,2,2,1,,,,
14505,2,2,4,1,,,,
14506,3,3,2,1,,,,
14507,2,3,4,1,,,,
14508,4,2,2,1,,,,
14509,3,3,2,1,,,,
14510,4,4,2,4,,,,
14511,2,2,2,2,,,,
14512,2,2,2,1,,,,
14513,5,4,4,4,,,,
14514,4,4,2,1,,,,
14515,4,4,5,4,,,,
14516,4,4,4,4,,,,
14517,4,3,4,1,,,,
14518,1,1,1,1,,,,
14519,5,5,5,4,,,,
14520,4,3,4,4,,,,
14521,2,1,4,4,,,,
14522,2,1,4,3,,,,
14523,4,4,5,2,,,,
14524,3,2,4,5,,,,
14525,4,4,5,4,,,,
14526,3,4,2,2,,,,
14527,4,3,4,1,,,,
14528,4,2,4,3,,,,
14529,4,3,4,3,,,,
14530,2,2,4,1,,,,
14531,4,4,4,2,,,,
14532,4,4,5,2,,,,
14533,1,4,4,4,,,,
14534,4,3,4,4,,,,
14535,3,2,4,2,,,,
14536,1,1,1,4,,,,
14537,4,4,4,3,,,,
14538,2,2,2,1,,,,
14539,4,4,4,1,,,,
14540,4,4,1,2,,,,
14541,4,3,4,4,,,,
14542,4,5,1,1,,,,
14543,3,3,4,1,,,,
14544,4,4,4,1,,,,
14545,1,5,5,4,,,,
14546,3,4,1,5,,,,
14547,2,1,4,2,,,,
14548,3,2,4,1,,,,
14549,4,4,4,2,,,,
14550,2,2,4,1,,,,
14551,3,3,2,1,,,,
14552,4,4,4,4,,,,
14553,4,5,5,5,,,,
14554,4,4,2,5,,,,
14555,4,5,5,1,,,,
14556,4,2,4,1,,,,
14557,4,1,1,5,,,,
14558,4,4,4,1,,,,
14559,2,3,4,1,,,,
14560,3,3,4,4,,,,
14561,4,2,4,5,,,,
14562,3,3,2,2,,,,
14563,3,3,2,1,,,,
14564,4,2,2,2,,,,
14565,4,3,4,1,,,,
14566,3,2,2,1,,,,
14567,4,3,4,4,,,,
14568,3,2,4,5,,,,
14569,4,4,4,5,,,,
14570,4,3,4,1,,,,
14571,3,5,5,1,,,,
14572,2,4,2,5,,,,
14573,4,3,4,1,,,,
14574,2,1,1,1,,,,
14575,4,3,4,4,,,,
14576,2,2,4,5,,,,
14577,2,1,2,2,,,,
14578,2,1,5,1,,,,
14579,4,3,4,2,,,,
14580,2,2,2,1,,,,
14581,4,3,3,1,,,,
14582,2,3,2,4,,,,
14583,4,3,4,5,,,,
14584,4,3,2,5,,,,
14585,2,1,2,1,,,,
14586,4,4,4,1,,,,
14587,2,1,1,5,,,,
14588,4,4,2,1,,,,
14589,4,3,4,1,,,,
14590,4,4,4,4,,,,
14591,4,3,3,5,,,,
14592,4,4,5,2,,,,
14593,2,2,4,1,,,,
14594,4,3,4,2,,,,
14595,5,4,4,1,,,,
14596,4,2,4,1,,,,
14597,2,2,5,4,,,,
14598,3,3,4,5,,,,
14599,2,3,4,5,,,,
14600,4,4,4,1,,,,
14601,4,4,4,1,,,,
14602,2,3,4,5,,,,
14603,4,4,4,1,,,,
14604,2,2,4,1,,,,
14605,1,1,2,4,,,,
14606,3,3,4,5,,,,
14607,4,2,2,2,,,,
14608,4,3,4,1,,,,
14609,4,3,4,2,,,,
14610,4,4,1,1,,,,
14611,4,4,4,1,,,,
14612,2,3,2,4,,,,
14613,3,3,3,5,,,,
14614,4,4,4,5,,,,
14615,4,4,4,1,,,,
14616,2,1,2,1,,,,
14617,3,2,4,5,,,,
14618,2,1,4,1,,,,
14619,4,4,4,1,,,,
14620,4,3,4,4,,,,
14621,4,5,5,5,,,,
14622,2,2,1,2,,,,
14623,2,2,4,1,,,,
14624,4,3,4,2,,,,
14625,4,4,2,1,,,,
14626,4,3,3,1,,,,
14627,3,4,1,4,,,,
14628,4,4,4,5,,,,
14629,3,1,3,5,,,,
14630,4,4,4,1,,,,
14631,3,2,4,1,,,,
14632,4,3,4,5,,,,
14633,4,5,2,5,,,,
14634,3,3,3,1,,,,
14635,2,4,2,1,,,,
14636,4,4,2,1,,,,
14637,4,2,2,1,,,,
14638,4,3,2,4,,,,
14639,2,3,2,4,,,,
14640,2,2,4,1,,,,
14641,4,2,2,1,,,,
14642,4,2,4,4,,,,
14643,3,2,1,1,,,,
14644,3,3,3,1,,,,
14645,4,4,4,1,,,,
14646,4,4,4,1,,,,
14647,4,5,4,1,,,,
14648,2,2,2,1,,,,
14649,4,4,4,1,,,,
14650,4,4,4,4,,,,
14651,4,3,4,2,,,,
14652,3,3,2,1,,,,
14653,4,4,5,4,,,,
14654,4,4,5,1,,,,
14655,5,1,4,4,,,,
14656,2,2,2,4,,,,
14657,4,3,2,1,,,,
14658,3,5,2,1,,,,
14659,4,4,4,4,,,,
14660,4,3,4,4,,,,
14661,2,2,2,4,,,,
14662,2,2,2,3,,,,
14663,4,3,5,2,,,,
14664,2,2,2,5,,,,
14665,4,4,2,4,,,,
14666,2,4,2,2,,,,
14667,4,4,4,1,,,,
14668,4,3,3,3,,,,
14669,4,4,2,3,,,,
14670,2,2,2,1,,,,
14671,4,5,4,2,,,,
14672,2,2,2,2,,,,
14673,2,2,2,4,,,,
14674,4,4,4,4,,,,
14675,4,2,2,2,,,,
14676,4,4,2,4,,,,
14677,4,3,3,3,,,,
14678,5,5,5,1,,,,
14679,4,3,2,1,,,,
14680,2,1,5,2,,,,
14681,3,3,2,4,,,,
14682,4,4,2,1,,,,
14683,4,2,4,1,,,,
14684,3,3,2,1,,,,
14685,3,3,4,4,,,,
14686,2,2,1,5,,,,
14687,4,3,4,2,,,,
14688,2,3,4,1,,,,
14689,4,5,4,2,,,,
14690,2,2,4,1,,,,
14691,4,3,3,1,,,,
14692,2,4,2,4,,,,
14693,4,5,5,5,,,,
14694,4,3,2,5,,,,
14695,4,4,4,1,,,,
14696,2,1,2,1,,,,
14697,4,3,4,5,,,,
14698,2,2,1,1,,,,
14699,4,4,4,1,,,,
14700,4,4,4,4,,,,
14701,2,2,4,5,,,,
14702,2,2,2,2,,,,
14703,3,3,4,1,,,,
14704,2,4,2,2,,,,
14705,2,4,2,1,,,,
14706,4,5,4,1,,,,
14707,4,3,4,4,,,,
14708,2,4,4,5,,,,
14709,4,4,4,5,,,,
14710,5,5,5,1,,,,
14711,2,2,2,1,,,,
14712,2,2,4,5,,,,
14713,4,4,2,1,,,,
14714,4,3,3,1,,,,
14715,4,3,4,4,,,,
14716,2,3,4,5,,,,
14717,3,4,1,2,,,,
14718,4,5,4,1,,,,
14719,4,3,4,2,,,,
14720,4,5,4,1,,,,
14721,3,2,4,1,,,,
14722,4,3,2,4,,,,
14723,2,4,2,5,,,,
14724,2,2,4,5,,,,
14725,3,4,4,1,,,,
14726,2,2,2,1,,,,
14727,2,2,5,5,,,,
14728,4,2,4,1,,,,
14729,2,2,2,1,,,,
14730,4,4,4,4,,,,
14731,3,3,4,5,,,,
14732,2,3,4,2,,,,
14733,4,4,2,1,,,,
14734,4,3,4,2,,,,
14735,2,4,2,1,,,,
14736,2,2,2,1,,,,
14737,3,3,4,4,,,,
14738,3,3,2,5,,,,
14739,4,4,4,5,,,,
14740,3,3,4,1,,,,
14741,4,5,4,1,,,,
14742,2,1,4,5,,,,
14743,2,2,2,1,,,,
14744,4,3,4,1,,,,
14745,2,4,4,4,,,,
14746,2,2,4,5,,,,
14747,4,5,4,2,,,,
14748,2,5,4,1,,,,
14749,2,3,4,2,,,,
14750,2,2,2,1,,,,
14751,4,4,4,1,,,,
14752,2,2,2,4,,,,
14753,2,2,1,5,,,,
14754,2,2,4,5,,,,
14755,4,4,4,1,,,,
14756,3,3,2,1,,,,
14757,2,2,4,5,,,,
14758,2,4,2,1,,,,
14759,4,5,4,1,,,,
14760,4,4,4,4,,,,
14761,4,3,2,5,,,,
14762,1,4,2,2,,,,
14763,4,3,4,1,,,,
14764,2,2,2,2,,,,
14765,4,4,4,1,,,,
14766,2,2,2,1,,,,
14767,2,2,2,4,,,,
14768,4,3,2,5,,,,
14769,2,2,5,5,,,,
14770,2,3,5,1,,,,
14771,2,1,1,1,,,,
14772,4,4,4,5,,,,
14773,3,3,4,5,,,,
14774,4,4,4,1,,,,
14775,4,5,4,1,,,,
14776,2,2,2,1,,,,
14777,2,3,2,1,,,,
14778,2,2,2,4,,,,
14779,4,3,4,4,,,,
14780,3,4,2,1,,,,
14781,3,4,4,1,,,,
14782,4,4,2,4,,,,
14783,2,3,5,1,,,,
14784,4,4,4,1,,,,
14785,2,3,4,1,,,,
14786,4,3,4,1,,,,
14787,2,1,4,1,,,,
14788,4,4,4,1,,,,
14789,4,3,4,1,,,,
14790,2,4,2,4,,,,
14791,4,4,4,2,,,,
14792,3,3,3,1,,,,
14793,3,4,4,4,,,,
14794,3,2,4,1,,,,
14795,3,1,2,4,,,,
14796,3,3,3,4,,,,
14797,2,4,4,1,,,,
14798,4,3,2,1,,,,
14799,2,1,4,4,,,,
14800,4,4,4,4,,,,
14801,2,4,2,4,,,,
14802,1,1,1,3,,,,
14803,2,1,5,2,,,,
14804,4,4,4,5,,,,
14805,4,4,4,4,,,,
14806,2,2,2,2,,,,
14807,2,2,1,1,,,,
14808,2,2,1,3,,,,
14809,2,3,4,3,,,,
14810,4,3,4,1,,,,
14811,3,2,5,2,,,,
14812,4,2,2,2,,,,
14813,3,4,1,4,,,,
14814,5,5,5,4,,,,
14815,2,2,1,2,,,,
14816,2,4,4,4,,,,
14817,4,4,2,3,,,,
14818,4,3,4,1,,,,
14819,2,2,4,1,,,,
14820,4,4,4,2,,,,
14821,2,2,2,4,,,,
14822,2,2,4,1,,,,
14823,3,4,4,1,,,,
14824,2,1,2,1,,,,
14825,4,3,4,4,,,,
14826,3,4,1,5,,,,
14827,4,3,2,2,,,,
14828,4,4,2,1,,,,
14829,2,2,2,2,,,,
14830,3,4,4,1,,,,
14831,4,5,5,1,,,,
14832,4,3,3,4,,,,
14833,2,2,4,5,,,,
14834,1,5,5,5,,,,
14835,3,4,4,1,,,,
14836,4,4,2,1,,,,
14837,4,4,2,5,,,,
14838,4,4,4,1,,,,
14839,3,5,5,1,,,,
14840,3,2,2,4,,,,
14841,2,2,5,5,,,,
14842,3,2,2,2,,,,
14843,4,3,5,1,,,,
14844,4,3,4,2,,,,
14845,2,2,2,1,,,,
14846,2,2,4,1,,,,
14847,4,5,2,4,,,,
14848,2,1,5,5,,,,
14849,4,3,2,5,,,,
14850,2,5,2,1,,,,
14851,1,5,5,1,,,,
14852,1,5,5,5,,,,
14853,1,2,5,1,,,,
14854,4,2,5,1,,,,
14855,4,4,4,4,,,,
14856,2,3,4,5,,,,
14857,4,2,2,2,,,,
14858,4,2,2,1,,,,
14859,4,4,4,2,,,,
14860,4,4,4,1,,,,
14861,4,2,4,1,,,,
14862,2,2,2,4,,,,
14863,4,2,4,5,,,,
14864,2,1,2,5,,,,
14865,1,2,5,1,,,,
14866,4,5,5,1,,,,
14867,2,2,2,5,,,,
14868,4,4,2,1,,,,
14869,4,3,4,1,,,,
14870,2,2,2,4,,,,
14871,3,2,2,5,,,,
14872,4,5,4,2,,,,
14873,3,3,5,1,,,,
14874,4,5,4,2,,,,
14875,4,3,4,1,,,,
14876,4,3,4,1,,,,
